METER_D1_004826,00-00-00-00-00-00-48-26
METER_D1_029424,00-00-00-00-00-02-94-24
METER_D1_005478,00-00-00-00-00-00-54-78
METER_D1_029423,00-00-00-00-00-02-94-23
METER_D1_029422,00-00-00-00-00-02-94-22
METER_D1_029421,00-00-00-00-00-02-94-21
METER_D1_005475,00-00-00-00-00-00-54-75
METER_D1_029428,00-00-00-00-00-02-94-28
METER_D1_005474,00-00-00-00-00-00-54-74
METER_D1_029427,00-00-00-00-00-02-94-27
METER_D1_005477,00-00-00-00-00-00-54-77
METER_D1_029426,00-00-00-00-00-02-94-26
METER_D1_005476,00-00-00-00-00-00-54-76
METER_D1_029425,00-00-00-00-00-02-94-25
METER_D1_030479,00-00-00-00-00-03-04-79
METER_D1_030478,00-00-00-00-00-03-04-78
METER_D1_030475,00-00-00-00-00-03-04-75
METER_D1_030474,00-00-00-00-00-03-04-74
METER_D1_030477,00-00-00-00-00-03-04-77
METER_D1_030476,00-00-00-00-00-03-04-76
METER_D1_029493,00-00-00-00-00-02-94-93
METER_D1_030482,00-00-00-00-00-03-04-82
METER_D1_029492,00-00-00-00-00-02-94-92
METER_D1_030481,00-00-00-00-00-03-04-81
METER_D1_029491,00-00-00-00-00-02-94-91
METER_D1_030484,00-00-00-00-00-03-04-84
METER_D1_029490,00-00-00-00-00-02-94-90
METER_D1_030483,00-00-00-00-00-03-04-83
METER_D1_029497,00-00-00-00-00-02-94-97
METER_D1_029496,00-00-00-00-00-02-94-96
METER_D1_029495,00-00-00-00-00-02-94-95
METER_D1_030480,00-00-00-00-00-03-04-80
METER_D1_029494,00-00-00-00-00-02-94-94
METER_D1_029499,00-00-00-00-00-02-94-99
METER_D1_029498,00-00-00-00-00-02-94-98
METER_D1_030468,00-00-00-00-00-03-04-68
METER_D1_030467,00-00-00-00-00-03-04-67
METER_D1_030469,00-00-00-00-00-03-04-69
METER_D1_030464,00-00-00-00-00-03-04-64
METER_D1_030463,00-00-00-00-00-03-04-63
METER_D1_030466,00-00-00-00-00-03-04-66
METER_D1_030465,00-00-00-00-00-03-04-65
METER_D1_029482,00-00-00-00-00-02-94-82
METER_D1_030471,00-00-00-00-00-03-04-71
METER_D1_029481,00-00-00-00-00-02-94-81
METER_D1_030470,00-00-00-00-00-03-04-70
METER_D1_029480,00-00-00-00-00-02-94-80
METER_D1_030473,00-00-00-00-00-03-04-73
METER_D1_030472,00-00-00-00-00-03-04-72
METER_D1_029486,00-00-00-00-00-02-94-86
METER_D1_029485,00-00-00-00-00-02-94-85
METER_D1_029484,00-00-00-00-00-02-94-84
METER_D1_029483,00-00-00-00-00-02-94-83
METER_D1_029489,00-00-00-00-00-02-94-89
METER_D1_029488,00-00-00-00-00-02-94-88
METER_D1_029487,00-00-00-00-00-02-94-87
METER_D1_030497,00-00-00-00-00-03-04-97
METER_D1_030496,00-00-00-00-00-03-04-96
METER_D1_030499,00-00-00-00-00-03-04-99
METER_D1_030498,00-00-00-00-00-03-04-98
METER_D1_030489,00-00-00-00-00-03-04-89
METER_D1_030486,00-00-00-00-00-03-04-86
METER_D1_030485,00-00-00-00-00-03-04-85
METER_D1_030488,00-00-00-00-00-03-04-88
METER_D1_030487,00-00-00-00-00-03-04-87
METER_D1_030493,00-00-00-00-00-03-04-93
METER_D1_030492,00-00-00-00-00-03-04-92
METER_D1_030495,00-00-00-00-00-03-04-95
METER_D1_030494,00-00-00-00-00-03-04-94
METER_D1_030491,00-00-00-00-00-03-04-91
METER_D1_030490,00-00-00-00-00-03-04-90
METER_D1_005519,00-00-00-00-00-00-55-19
METER_D1_005516,00-00-00-00-00-00-55-16
METER_D1_005515,00-00-00-00-00-00-55-15
METER_D1_005518,00-00-00-00-00-00-55-18
METER_D1_005517,00-00-00-00-00-00-55-17
METER_D1_017501,00-00-00-00-00-01-75-01
METER_D1_017502,00-00-00-00-00-01-75-02
METER_D1_017503,00-00-00-00-00-01-75-03
METER_D1_017504,00-00-00-00-00-01-75-04
METER_D1_017500,00-00-00-00-00-01-75-00
METER_D1_005523,00-00-00-00-00-00-55-23
METER_D1_005522,00-00-00-00-00-00-55-22
METER_D1_005525,00-00-00-00-00-00-55-25
METER_D1_005524,00-00-00-00-00-00-55-24
METER_D1_005521,00-00-00-00-00-00-55-21
METER_D1_005520,00-00-00-00-00-00-55-20
METER_D1_005527,00-00-00-00-00-00-55-27
METER_D1_005526,00-00-00-00-00-00-55-26
METER_D1_005529,00-00-00-00-00-00-55-29
METER_D1_005528,00-00-00-00-00-00-55-28
METER_D1_017512,00-00-00-00-00-01-75-12
METER_D1_017513,00-00-00-00-00-01-75-13
METER_D1_017514,00-00-00-00-00-01-75-14
METER_D1_017515,00-00-00-00-00-01-75-15
METER_D1_017510,00-00-00-00-00-01-75-10
METER_D1_017511,00-00-00-00-00-01-75-11
METER_D1_017509,00-00-00-00-00-01-75-09
METER_D1_017505,00-00-00-00-00-01-75-05
METER_D1_017506,00-00-00-00-00-01-75-06
METER_D1_017507,00-00-00-00-00-01-75-07
METER_D1_017508,00-00-00-00-00-01-75-08
METER_D1_005534,00-00-00-00-00-00-55-34
METER_D1_005533,00-00-00-00-00-00-55-33
METER_D1_005536,00-00-00-00-00-00-55-36
METER_D1_005535,00-00-00-00-00-00-55-35
METER_D1_005530,00-00-00-00-00-00-55-30
METER_D1_005532,00-00-00-00-00-00-55-32
METER_D1_005531,00-00-00-00-00-00-55-31
METER_D1_029509,00-00-00-00-00-02-95-09
METER_D1_029508,00-00-00-00-00-02-95-08
METER_D1_029507,00-00-00-00-00-02-95-07
METER_D1_029506,00-00-00-00-00-02-95-06
METER_D1_005538,00-00-00-00-00-00-55-38
METER_D1_005537,00-00-00-00-00-00-55-37
METER_D1_005539,00-00-00-00-00-00-55-39
METER_D1_017523,00-00-00-00-00-01-75-23
METER_D1_017524,00-00-00-00-00-01-75-24
METER_D1_017525,00-00-00-00-00-01-75-25
METER_D1_017526,00-00-00-00-00-01-75-26
METER_D1_017520,00-00-00-00-00-01-75-20
METER_D1_017521,00-00-00-00-00-01-75-21
METER_D1_017522,00-00-00-00-00-01-75-22
METER_D1_017516,00-00-00-00-00-01-75-16
METER_D1_017517,00-00-00-00-00-01-75-17
METER_D1_017518,00-00-00-00-00-01-75-18
METER_D1_017519,00-00-00-00-00-01-75-19
METER_D1_005545,00-00-00-00-00-00-55-45
METER_D1_029512,00-00-00-00-00-02-95-12
METER_D1_005544,00-00-00-00-00-00-55-44
METER_D1_029511,00-00-00-00-00-02-95-11
METER_D1_005547,00-00-00-00-00-00-55-47
METER_D1_029510,00-00-00-00-00-02-95-10
METER_D1_005546,00-00-00-00-00-00-55-46
METER_D1_005541,00-00-00-00-00-00-55-41
METER_D1_029516,00-00-00-00-00-02-95-16
METER_D1_005540,00-00-00-00-00-00-55-40
METER_D1_029515,00-00-00-00-00-02-95-15
METER_D1_005543,00-00-00-00-00-00-55-43
METER_D1_029514,00-00-00-00-00-02-95-14
METER_D1_005542,00-00-00-00-00-00-55-42
METER_D1_029513,00-00-00-00-00-02-95-13
METER_D1_005549,00-00-00-00-00-00-55-49
METER_D1_005548,00-00-00-00-00-00-55-48
METER_D1_017534,00-00-00-00-00-01-75-34
METER_D1_017535,00-00-00-00-00-01-75-35
METER_D1_017536,00-00-00-00-00-01-75-36
METER_D1_017537,00-00-00-00-00-01-75-37
METER_D1_017530,00-00-00-00-00-01-75-30
METER_D1_017531,00-00-00-00-00-01-75-31
METER_D1_017532,00-00-00-00-00-01-75-32
METER_D1_017533,00-00-00-00-00-01-75-33
METER_D1_005550,00-00-00-00-00-00-55-50
METER_D1_017527,00-00-00-00-00-01-75-27
METER_D1_017528,00-00-00-00-00-01-75-28
METER_D1_017529,00-00-00-00-00-01-75-29
METER_D1_005556,00-00-00-00-00-00-55-56
METER_D1_029501,00-00-00-00-00-02-95-01
METER_D1_005555,00-00-00-00-00-00-55-55
METER_D1_029500,00-00-00-00-00-02-95-00
METER_D1_005558,00-00-00-00-00-00-55-58
METER_D1_005557,00-00-00-00-00-00-55-57
METER_D1_005552,00-00-00-00-00-00-55-52
METER_D1_029505,00-00-00-00-00-02-95-05
METER_D1_005551,00-00-00-00-00-00-55-51
METER_D1_029504,00-00-00-00-00-02-95-04
METER_D1_005554,00-00-00-00-00-00-55-54
METER_D1_029503,00-00-00-00-00-02-95-03
METER_D1_005553,00-00-00-00-00-00-55-53
METER_D1_029502,00-00-00-00-00-02-95-02
METER_D1_005501,00-00-00-00-00-00-55-01
METER_D1_005500,00-00-00-00-00-00-55-00
METER_D1_005503,00-00-00-00-00-00-55-03
METER_D1_005502,00-00-00-00-00-00-55-02
METER_D1_005509,00-00-00-00-00-00-55-09
METER_D1_005508,00-00-00-00-00-00-55-08
METER_D1_005505,00-00-00-00-00-00-55-05
METER_D1_005504,00-00-00-00-00-00-55-04
METER_D1_005507,00-00-00-00-00-00-55-07
METER_D1_005506,00-00-00-00-00-00-55-06
METER_D1_005512,00-00-00-00-00-00-55-12
METER_D1_005511,00-00-00-00-00-00-55-11
METER_D1_005514,00-00-00-00-00-00-55-14
METER_D1_005513,00-00-00-00-00-00-55-13
METER_D1_005510,00-00-00-00-00-00-55-10
METER_D1_017581,00-00-00-00-00-01-75-81
METER_D1_017582,00-00-00-00-00-01-75-82
METER_D1_017583,00-00-00-00-00-01-75-83
METER_D1_017584,00-00-00-00-00-01-75-84
METER_D1_030559,00-00-00-00-00-03-05-59
METER_D1_017580,00-00-00-00-00-01-75-80
METER_D1_017589,00-00-00-00-00-01-75-89
METER_D1_030556,00-00-00-00-00-03-05-56
METER_D1_030555,00-00-00-00-00-03-05-55
METER_D1_030558,00-00-00-00-00-03-05-58
METER_D1_030557,00-00-00-00-00-03-05-57
METER_D1_017585,00-00-00-00-00-01-75-85
METER_D1_030552,00-00-00-00-00-03-05-52
METER_D1_017586,00-00-00-00-00-01-75-86
METER_D1_030551,00-00-00-00-00-03-05-51
METER_D1_017587,00-00-00-00-00-01-75-87
METER_D1_030554,00-00-00-00-00-03-05-54
METER_D1_017588,00-00-00-00-00-01-75-88
METER_D1_030553,00-00-00-00-00-03-05-53
METER_D1_029570,00-00-00-00-00-02-95-70
METER_D1_030561,00-00-00-00-00-03-05-61
METER_D1_030560,00-00-00-00-00-03-05-60
METER_D1_029574,00-00-00-00-00-02-95-74
METER_D1_029573,00-00-00-00-00-02-95-73
METER_D1_029572,00-00-00-00-00-02-95-72
METER_D1_029571,00-00-00-00-00-02-95-71
METER_D1_029578,00-00-00-00-00-02-95-78
METER_D1_029577,00-00-00-00-00-02-95-77
METER_D1_029576,00-00-00-00-00-02-95-76
METER_D1_029575,00-00-00-00-00-02-95-75
METER_D1_029579,00-00-00-00-00-02-95-79
METER_D1_017592,00-00-00-00-00-01-75-92
METER_D1_017593,00-00-00-00-00-01-75-93
METER_D1_017594,00-00-00-00-00-01-75-94
METER_D1_017595,00-00-00-00-00-01-75-95
METER_D1_030549,00-00-00-00-00-03-05-49
METER_D1_030548,00-00-00-00-00-03-05-48
METER_D1_017590,00-00-00-00-00-01-75-90
METER_D1_017591,00-00-00-00-00-01-75-91
METER_D1_030545,00-00-00-00-00-03-05-45
METER_D1_030544,00-00-00-00-00-03-05-44
METER_D1_030547,00-00-00-00-00-03-05-47
METER_D1_030546,00-00-00-00-00-03-05-46
METER_D1_017596,00-00-00-00-00-01-75-96
METER_D1_030541,00-00-00-00-00-03-05-41
METER_D1_017597,00-00-00-00-00-01-75-97
METER_D1_030540,00-00-00-00-00-03-05-40
METER_D1_017598,00-00-00-00-00-01-75-98
METER_D1_030543,00-00-00-00-00-03-05-43
METER_D1_017599,00-00-00-00-00-01-75-99
METER_D1_030542,00-00-00-00-00-03-05-42
METER_D1_030550,00-00-00-00-00-03-05-50
METER_D1_029563,00-00-00-00-00-02-95-63
METER_D1_029562,00-00-00-00-00-02-95-62
METER_D1_029561,00-00-00-00-00-02-95-61
METER_D1_029560,00-00-00-00-00-02-95-60
METER_D1_029567,00-00-00-00-00-02-95-67
METER_D1_029566,00-00-00-00-00-02-95-66
METER_D1_029565,00-00-00-00-00-02-95-65
METER_D1_029564,00-00-00-00-00-02-95-64
METER_D1_029569,00-00-00-00-00-02-95-69
METER_D1_029568,00-00-00-00-00-02-95-68
METER_D1_030578,00-00-00-00-00-03-05-78
METER_D1_030577,00-00-00-00-00-03-05-77
METER_D1_030579,00-00-00-00-00-03-05-79
METER_D1_030574,00-00-00-00-00-03-05-74
METER_D1_030573,00-00-00-00-00-03-05-73
METER_D1_030576,00-00-00-00-00-03-05-76
METER_D1_030575,00-00-00-00-00-03-05-75
METER_D1_029592,00-00-00-00-00-02-95-92
METER_D1_030581,00-00-00-00-00-03-05-81
METER_D1_029591,00-00-00-00-00-02-95-91
METER_D1_030580,00-00-00-00-00-03-05-80
METER_D1_029590,00-00-00-00-00-02-95-90
METER_D1_030583,00-00-00-00-00-03-05-83
METER_D1_030582,00-00-00-00-00-03-05-82
METER_D1_029596,00-00-00-00-00-02-95-96
METER_D1_029595,00-00-00-00-00-02-95-95
METER_D1_029594,00-00-00-00-00-02-95-94
METER_D1_029593,00-00-00-00-00-02-95-93
METER_D1_029599,00-00-00-00-00-02-95-99
METER_D1_029598,00-00-00-00-00-02-95-98
METER_D1_029597,00-00-00-00-00-02-95-97
METER_D1_030567,00-00-00-00-00-03-05-67
METER_D1_030566,00-00-00-00-00-03-05-66
METER_D1_030569,00-00-00-00-00-03-05-69
METER_D1_030568,00-00-00-00-00-03-05-68
METER_D1_030563,00-00-00-00-00-03-05-63
METER_D1_030562,00-00-00-00-00-03-05-62
METER_D1_030565,00-00-00-00-00-03-05-65
METER_D1_030564,00-00-00-00-00-03-05-64
METER_D1_029581,00-00-00-00-00-02-95-81
METER_D1_030570,00-00-00-00-00-03-05-70
METER_D1_029580,00-00-00-00-00-02-95-80
METER_D1_030572,00-00-00-00-00-03-05-72
METER_D1_030571,00-00-00-00-00-03-05-71
METER_D1_029585,00-00-00-00-00-02-95-85
METER_D1_029584,00-00-00-00-00-02-95-84
METER_D1_029583,00-00-00-00-00-02-95-83
METER_D1_029582,00-00-00-00-00-02-95-82
METER_D1_029589,00-00-00-00-00-02-95-89
METER_D1_029588,00-00-00-00-00-02-95-88
METER_D1_029587,00-00-00-00-00-02-95-87
METER_D1_029586,00-00-00-00-00-02-95-86
METER_D1_030519,00-00-00-00-00-03-05-19
METER_D1_029529,00-00-00-00-00-02-95-29
METER_D1_017540,00-00-00-00-00-01-75-40
METER_D1_029528,00-00-00-00-00-02-95-28
METER_D1_030516,00-00-00-00-00-03-05-16
METER_D1_005559,00-00-00-00-00-00-55-59
METER_D1_030515,00-00-00-00-00-03-05-15
METER_D1_030518,00-00-00-00-00-03-05-18
METER_D1_030517,00-00-00-00-00-03-05-17
METER_D1_017545,00-00-00-00-00-01-75-45
METER_D1_030512,00-00-00-00-00-03-05-12
METER_D1_017546,00-00-00-00-00-01-75-46
METER_D1_030511,00-00-00-00-00-03-05-11
METER_D1_017547,00-00-00-00-00-01-75-47
METER_D1_030514,00-00-00-00-00-03-05-14
METER_D1_017548,00-00-00-00-00-01-75-48
METER_D1_030513,00-00-00-00-00-03-05-13
METER_D1_017541,00-00-00-00-00-01-75-41
METER_D1_017542,00-00-00-00-00-01-75-42
METER_D1_017543,00-00-00-00-00-01-75-43
METER_D1_030510,00-00-00-00-00-03-05-10
METER_D1_017544,00-00-00-00-00-01-75-44
METER_D1_005561,00-00-00-00-00-00-55-61
METER_D1_005560,00-00-00-00-00-00-55-60
METER_D1_017538,00-00-00-00-00-01-75-38
METER_D1_029530,00-00-00-00-00-02-95-30
METER_D1_017539,00-00-00-00-00-01-75-39
METER_D1_005567,00-00-00-00-00-00-55-67
METER_D1_029534,00-00-00-00-00-02-95-34
METER_D1_005566,00-00-00-00-00-00-55-66
METER_D1_029533,00-00-00-00-00-02-95-33
METER_D1_005569,00-00-00-00-00-00-55-69
METER_D1_029532,00-00-00-00-00-02-95-32
METER_D1_005568,00-00-00-00-00-00-55-68
METER_D1_029531,00-00-00-00-00-02-95-31
METER_D1_005563,00-00-00-00-00-00-55-63
METER_D1_029538,00-00-00-00-00-02-95-38
METER_D1_005562,00-00-00-00-00-00-55-62
METER_D1_029537,00-00-00-00-00-02-95-37
METER_D1_005565,00-00-00-00-00-00-55-65
METER_D1_029536,00-00-00-00-00-02-95-36
METER_D1_005564,00-00-00-00-00-00-55-64
METER_D1_029535,00-00-00-00-00-02-95-35
METER_D1_030509,00-00-00-00-00-03-05-09
METER_D1_029519,00-00-00-00-00-02-95-19
METER_D1_030508,00-00-00-00-00-03-05-08
METER_D1_017550,00-00-00-00-00-01-75-50
METER_D1_029518,00-00-00-00-00-02-95-18
METER_D1_017551,00-00-00-00-00-01-75-51
METER_D1_029517,00-00-00-00-00-02-95-17
METER_D1_030505,00-00-00-00-00-03-05-05
METER_D1_030504,00-00-00-00-00-03-05-04
METER_D1_030507,00-00-00-00-00-03-05-07
METER_D1_030506,00-00-00-00-00-03-05-06
METER_D1_017556,00-00-00-00-00-01-75-56
METER_D1_030501,00-00-00-00-00-03-05-01
METER_D1_017557,00-00-00-00-00-01-75-57
METER_D1_030500,00-00-00-00-00-03-05-00
METER_D1_017558,00-00-00-00-00-01-75-58
METER_D1_030503,00-00-00-00-00-03-05-03
METER_D1_017559,00-00-00-00-00-01-75-59
METER_D1_030502,00-00-00-00-00-03-05-02
METER_D1_017552,00-00-00-00-00-01-75-52
METER_D1_017553,00-00-00-00-00-01-75-53
METER_D1_017554,00-00-00-00-00-01-75-54
METER_D1_017555,00-00-00-00-00-01-75-55
METER_D1_005570,00-00-00-00-00-00-55-70
METER_D1_005572,00-00-00-00-00-00-55-72
METER_D1_005571,00-00-00-00-00-00-55-71
METER_D1_017549,00-00-00-00-00-01-75-49
METER_D1_005578,00-00-00-00-00-00-55-78
METER_D1_029523,00-00-00-00-00-02-95-23
METER_D1_005577,00-00-00-00-00-00-55-77
METER_D1_029522,00-00-00-00-00-02-95-22
METER_D1_029521,00-00-00-00-00-02-95-21
METER_D1_005579,00-00-00-00-00-00-55-79
METER_D1_029520,00-00-00-00-00-02-95-20
METER_D1_005574,00-00-00-00-00-00-55-74
METER_D1_029527,00-00-00-00-00-02-95-27
METER_D1_005573,00-00-00-00-00-00-55-73
METER_D1_029526,00-00-00-00-00-02-95-26
METER_D1_005576,00-00-00-00-00-00-55-76
METER_D1_029525,00-00-00-00-00-02-95-25
METER_D1_005575,00-00-00-00-00-00-55-75
METER_D1_029524,00-00-00-00-00-02-95-24
METER_D1_017560,00-00-00-00-00-01-75-60
METER_D1_017561,00-00-00-00-00-01-75-61
METER_D1_017562,00-00-00-00-00-01-75-62
METER_D1_030538,00-00-00-00-00-03-05-38
METER_D1_030537,00-00-00-00-00-03-05-37
METER_D1_030539,00-00-00-00-00-03-05-39
METER_D1_017567,00-00-00-00-00-01-75-67
METER_D1_030534,00-00-00-00-00-03-05-34
METER_D1_017568,00-00-00-00-00-01-75-68
METER_D1_030533,00-00-00-00-00-03-05-33
METER_D1_017569,00-00-00-00-00-01-75-69
METER_D1_030536,00-00-00-00-00-03-05-36
METER_D1_030535,00-00-00-00-00-03-05-35
METER_D1_017563,00-00-00-00-00-01-75-63
METER_D1_030530,00-00-00-00-00-03-05-30
METER_D1_017564,00-00-00-00-00-01-75-64
METER_D1_017565,00-00-00-00-00-01-75-65
METER_D1_030532,00-00-00-00-00-03-05-32
METER_D1_017566,00-00-00-00-00-01-75-66
METER_D1_030531,00-00-00-00-00-03-05-31
METER_D1_005581,00-00-00-00-00-00-55-81
METER_D1_005580,00-00-00-00-00-00-55-80
METER_D1_005583,00-00-00-00-00-00-55-83
METER_D1_005582,00-00-00-00-00-00-55-82
METER_D1_029552,00-00-00-00-00-02-95-52
METER_D1_029551,00-00-00-00-00-02-95-51
METER_D1_029550,00-00-00-00-00-02-95-50
METER_D1_005589,00-00-00-00-00-00-55-89
METER_D1_029556,00-00-00-00-00-02-95-56
METER_D1_005588,00-00-00-00-00-00-55-88
METER_D1_029555,00-00-00-00-00-02-95-55
METER_D1_029554,00-00-00-00-00-02-95-54
METER_D1_029553,00-00-00-00-00-02-95-53
METER_D1_005585,00-00-00-00-00-00-55-85
METER_D1_005584,00-00-00-00-00-00-55-84
METER_D1_029559,00-00-00-00-00-02-95-59
METER_D1_005587,00-00-00-00-00-00-55-87
METER_D1_029558,00-00-00-00-00-02-95-58
METER_D1_005586,00-00-00-00-00-00-55-86
METER_D1_029557,00-00-00-00-00-02-95-57
METER_D1_017570,00-00-00-00-00-01-75-70
METER_D1_017571,00-00-00-00-00-01-75-71
METER_D1_017572,00-00-00-00-00-01-75-72
METER_D1_017573,00-00-00-00-00-01-75-73
METER_D1_029539,00-00-00-00-00-02-95-39
METER_D1_030527,00-00-00-00-00-03-05-27
METER_D1_030526,00-00-00-00-00-03-05-26
METER_D1_030529,00-00-00-00-00-03-05-29
METER_D1_030528,00-00-00-00-00-03-05-28
METER_D1_017578,00-00-00-00-00-01-75-78
METER_D1_030523,00-00-00-00-00-03-05-23
METER_D1_017579,00-00-00-00-00-01-75-79
METER_D1_030522,00-00-00-00-00-03-05-22
METER_D1_030525,00-00-00-00-00-03-05-25
METER_D1_030524,00-00-00-00-00-03-05-24
METER_D1_017574,00-00-00-00-00-01-75-74
METER_D1_017575,00-00-00-00-00-01-75-75
METER_D1_017576,00-00-00-00-00-01-75-76
METER_D1_030521,00-00-00-00-00-03-05-21
METER_D1_017577,00-00-00-00-00-01-75-77
METER_D1_030520,00-00-00-00-00-03-05-20
METER_D1_005592,00-00-00-00-00-00-55-92
METER_D1_005591,00-00-00-00-00-00-55-91
METER_D1_005594,00-00-00-00-00-00-55-94
METER_D1_005593,00-00-00-00-00-00-55-93
METER_D1_029541,00-00-00-00-00-02-95-41
METER_D1_029540,00-00-00-00-00-02-95-40
METER_D1_005590,00-00-00-00-00-00-55-90
METER_D1_029545,00-00-00-00-00-02-95-45
METER_D1_005599,00-00-00-00-00-00-55-99
METER_D1_029544,00-00-00-00-00-02-95-44
METER_D1_029543,00-00-00-00-00-02-95-43
METER_D1_029542,00-00-00-00-00-02-95-42
METER_D1_005596,00-00-00-00-00-00-55-96
METER_D1_029549,00-00-00-00-00-02-95-49
METER_D1_005595,00-00-00-00-00-00-55-95
METER_D1_029548,00-00-00-00-00-02-95-48
METER_D1_005598,00-00-00-00-00-00-55-98
METER_D1_029547,00-00-00-00-00-02-95-47
METER_D1_005597,00-00-00-00-00-00-55-97
METER_D1_029546,00-00-00-00-00-02-95-46
METER_D1_030599,00-00-00-00-00-03-05-99
METER_D1_030596,00-00-00-00-00-03-05-96
METER_D1_030595,00-00-00-00-00-03-05-95
METER_D1_030598,00-00-00-00-00-03-05-98
METER_D1_030597,00-00-00-00-00-03-05-97
METER_D1_030589,00-00-00-00-00-03-05-89
METER_D1_030588,00-00-00-00-00-03-05-88
METER_D1_030585,00-00-00-00-00-03-05-85
METER_D1_030584,00-00-00-00-00-03-05-84
METER_D1_030587,00-00-00-00-00-03-05-87
METER_D1_030586,00-00-00-00-00-03-05-86
METER_D1_030592,00-00-00-00-00-03-05-92
METER_D1_030591,00-00-00-00-00-03-05-91
METER_D1_030594,00-00-00-00-00-03-05-94
METER_D1_030593,00-00-00-00-00-03-05-93
METER_D1_030590,00-00-00-00-00-03-05-90
METER_D1_029608,00-00-00-00-00-02-96-08
METER_D1_029607,00-00-00-00-00-02-96-07
METER_D1_029606,00-00-00-00-00-02-96-06
METER_D1_029605,00-00-00-00-00-02-96-05
METER_D1_005637,00-00-00-00-00-00-56-37
METER_D1_005636,00-00-00-00-00-00-56-36
METER_D1_005639,00-00-00-00-00-00-56-39
METER_D1_005638,00-00-00-00-00-00-56-38
METER_D1_029609,00-00-00-00-00-02-96-09
METER_D1_017622,00-00-00-00-00-01-76-22
METER_D1_017623,00-00-00-00-00-01-76-23
METER_D1_017624,00-00-00-00-00-01-76-24
METER_D1_017625,00-00-00-00-00-01-76-25
METER_D1_017620,00-00-00-00-00-01-76-20
METER_D1_017621,00-00-00-00-00-01-76-21
METER_D1_017619,00-00-00-00-00-01-76-19
METER_D1_017615,00-00-00-00-00-01-76-15
METER_D1_017616,00-00-00-00-00-01-76-16
METER_D1_017617,00-00-00-00-00-01-76-17
METER_D1_017618,00-00-00-00-00-01-76-18
METER_D1_005644,00-00-00-00-00-00-56-44
METER_D1_029611,00-00-00-00-00-02-96-11
METER_D1_005643,00-00-00-00-00-00-56-43
METER_D1_029610,00-00-00-00-00-02-96-10
METER_D1_005646,00-00-00-00-00-00-56-46
METER_D1_005645,00-00-00-00-00-00-56-45
METER_D1_005640,00-00-00-00-00-00-56-40
METER_D1_029615,00-00-00-00-00-02-96-15
METER_D1_029614,00-00-00-00-00-02-96-14
METER_D1_005642,00-00-00-00-00-00-56-42
METER_D1_029613,00-00-00-00-00-02-96-13
METER_D1_005641,00-00-00-00-00-00-56-41
METER_D1_029612,00-00-00-00-00-02-96-12
METER_D1_005648,00-00-00-00-00-00-56-48
METER_D1_005647,00-00-00-00-00-00-56-47
METER_D1_005649,00-00-00-00-00-00-56-49
METER_D1_017633,00-00-00-00-00-01-76-33
METER_D1_017634,00-00-00-00-00-01-76-34
METER_D1_017635,00-00-00-00-00-01-76-35
METER_D1_017636,00-00-00-00-00-01-76-36
METER_D1_017630,00-00-00-00-00-01-76-30
METER_D1_017631,00-00-00-00-00-01-76-31
METER_D1_017632,00-00-00-00-00-01-76-32
METER_D1_017626,00-00-00-00-00-01-76-26
METER_D1_017627,00-00-00-00-00-01-76-27
METER_D1_017628,00-00-00-00-00-01-76-28
METER_D1_017629,00-00-00-00-00-01-76-29
METER_D1_005655,00-00-00-00-00-00-56-55
METER_D1_029600,00-00-00-00-00-02-96-00
METER_D1_005654,00-00-00-00-00-00-56-54
METER_D1_005657,00-00-00-00-00-00-56-57
METER_D1_005656,00-00-00-00-00-00-56-56
METER_D1_005651,00-00-00-00-00-00-56-51
METER_D1_029604,00-00-00-00-00-02-96-04
METER_D1_005650,00-00-00-00-00-00-56-50
METER_D1_029603,00-00-00-00-00-02-96-03
METER_D1_005653,00-00-00-00-00-00-56-53
METER_D1_029602,00-00-00-00-00-02-96-02
METER_D1_005652,00-00-00-00-00-00-56-52
METER_D1_029601,00-00-00-00-00-02-96-01
METER_D1_030619,00-00-00-00-00-03-06-19
METER_D1_029629,00-00-00-00-00-02-96-29
METER_D1_030618,00-00-00-00-00-03-06-18
METER_D1_029628,00-00-00-00-00-02-96-28
METER_D1_029627,00-00-00-00-00-02-96-27
METER_D1_005659,00-00-00-00-00-00-56-59
METER_D1_030615,00-00-00-00-00-03-06-15
METER_D1_005658,00-00-00-00-00-00-56-58
METER_D1_030614,00-00-00-00-00-03-06-14
METER_D1_030617,00-00-00-00-00-03-06-17
METER_D1_030616,00-00-00-00-00-03-06-16
METER_D1_017644,00-00-00-00-00-01-76-44
METER_D1_030611,00-00-00-00-00-03-06-11
METER_D1_017645,00-00-00-00-00-01-76-45
METER_D1_030610,00-00-00-00-00-03-06-10
METER_D1_017646,00-00-00-00-00-01-76-46
METER_D1_030613,00-00-00-00-00-03-06-13
METER_D1_017647,00-00-00-00-00-01-76-47
METER_D1_030612,00-00-00-00-00-03-06-12
METER_D1_017640,00-00-00-00-00-01-76-40
METER_D1_017641,00-00-00-00-00-01-76-41
METER_D1_017642,00-00-00-00-00-01-76-42
METER_D1_017643,00-00-00-00-00-01-76-43
METER_D1_005660,00-00-00-00-00-00-56-60
METER_D1_017637,00-00-00-00-00-01-76-37
METER_D1_017638,00-00-00-00-00-01-76-38
METER_D1_017639,00-00-00-00-00-01-76-39
METER_D1_003003,00-00-00-00-00-00-30-03
METER_D1_005666,00-00-00-00-00-00-56-66
